,Tweets
170,ini udh hukum karma sama polisidari kasus sambokasus kanjuruhankasus teddyini sumpah rakyat kpd polisi yg sering menzalimi rakyatbenar ngga semua polisi kyk ituini hanya segelintir oknum tapi polisiyg bagus terbawa harus dengan segelintir oknum polisi inicitrapolisihancur
171, lesti cabut gugatan  info terbaru tragedi kanjuruhan  polisi narkoboy nih guys kalo bingung  ini lagi ada apa aja
172,kasus kanjuruhan yang muncul di saat menurunnya kepercayaan masyarakat pada kepolisian akibat kasus sambo tentu menjadi kayu bakar lain yang memanaskan kebencian antara polisi dengan masyarakat
173,hti dan fpi seneng banget ya bully polisi gak ada hti sama fpi aja mereka udah pasti dibully aremania kok untung aja masih ada ade armando cs plus sama psi and fans yg mau pasang muka tebal buat nyelametin mula polisi di kanjuruhan
174, tunggu aksi nyata kapolri pecatin jendral dan polisi yg terlibat sambo judi narkoba dan pembunuhan massal di kanjuruhan   klo gak dipecat tetep polisi jadi bobrok
175,hari ini polisi sibuk banget  berita kapolda jatim  dipanggil ke istana  ngurusin leslar  gas air mata kanjuruhan  penangkapan judi online  gilak dalam satu hari   
176,      orang ini ngata ngatain korban kanjuruhan padahal tgipf sudah terang mengatakan korban meninggal akibat gas air mata tolong ditangkap ini org
177,ra ngurus polisi ke istana polisi narkoba ayo ojo terpecah fokus karo tragedi kanjuruhan  usuttuntaskejadiankanjuruhan
178,tegas presiden jokowi minta penyelidikan tragedi kanjuruhan dilanjutkan     kanjuruhandisaster tgipf mahfudmd polisi paklistyo polri tragedikanjuruhan malang kanjuruhan arema sepakbola beritaterkini presidenjokowi rasiorakyat
179,hari ini cukup menggembirakan  para perwira polisi dipanggil ke istana dan konon ada  yang positif narkoboy  audit tgipf kanjuruhan sudah keluar rekomendasinya cukup keras semoga tindak lanjut keduanya serius sampai tuntas
180,tentara tembak istri polisi tembak polisi sambo narkoba polsek sukodono  polisi kota sorong terlibat penyalagunaan narkoba tragedi kanjuruhan  irjen teddy kasus narkoba  apalagi
181,statement tgipf jelas amp lugas gas air mata penyebab utama pembunuhan massal di kanjuruhan yang memicu kepanikan praktis membantah klaim polisi yang menyalahkan kekurangan oksigen dengan ini juga harusnya tidak ada lagi celah bagi polisi bikin klaim anehaneh kedepannya 
182,saat ada tim yang kita rekrut promosi dan naikin gaji signifikan malah backstab kita ingatlah pak listyo sigit saat masalah besar kantor datang ga   ingatlah pak listyo sigit dan polisi dijamin langsung bersyukur combo sambo kanjuruhan irjen teddy minahasa
183, masalah narkoba sebenarnya sudah di siapkan untuk alif fokus kasus samboberhubung mereka mau memecah konsen usut tuntas tragedi pembantaian di kanjuruhan akhirnya mau tidak mau di keluarkan kasus iniini menurut ku sebagai keluarga korban yg di bantai polisitetep usut tuntas
184,semua terlalu ribut soal pssi memang wadah ini bobrok banget dan harus direform  tapi kalau soal kanjuruhan polisi juga harus diperiksa dan dipaksa mengaku bersalah
185, mereka hnya membuat jarak dg masyarakat bkn hnya gaya hidup yg wah tp perilaku ahlak kesantunan sdh sngat jauh dr  pancasila lihat sj apkh tindakan sambo cs  kanjuruhan dn bnyk yg lain sesuai pancasila tidak skrg polisi terkesan brutal bengis dn kasar   
186,jadi penasaran polisi polisi yg kemaren di stadion kanjuruhan kalo dites urin juga hasilnya gmn ya 
187,sambo belum tuntas kanjuruhan belum ketemu ujung perkaranya kasus lebih dahsyat malah masuk  duh polisi polisi  operasi pembersihan sgra lakukan pak   sudah  n gak masuk nalar klakuan anak buah  tunjukkan kalo leadership pak listyo mmng hebat 
188,   bagusnya siapapun polisi buzzerp ahli kimia yang bilang gas airmata kadaluarsa tidak berbahaya suruh kumpul di stadion kanjuruhan sama keluarganya  lalu coba tembakan gas airmata sejumlah yg kemarin di gunakan di kanjuruhan
189,kementerian pupr akan melakukan renovasi total stadion kanjuruhan  setelah laporan tgipf pupr ternyata juga melaporkan hasil investigasinya yuk pelanpelan sepak bola nasional jadi membaik tgipf polisi pupr usuttuntastragedikanjuruhan   
190,mahfud md patahkan klaim polri soal korban kanjuruhan gas air mata yang disemprot penyebabnya    polisi malang kanjuruhan gasairmata prmn pikiranrakyatmedianetwork potensilokalgonasional   kolaborasimediapreneurnusantara pikiranrakyat
191,  sangat setuju brimob di bubarkan setiap apapun massa demo ataupun unjuk rasa jika berhadapan dengan brimob pasti terjadi kekerasan kanjuruhan itu fakta nyata kebrutalan polisi terhadap masyarakat
192,temuan polisi soal botol miras di stadion kanjuruhan ternyata merupakan obat pmk hewan ternak banyak pihak yang menyoroti hal ini 
193, o mak nggak abisabis nih polisi jadi sorotan kasus sambo aja belum kelarkelar ditambah dengan tragedi kanjuruhan sekarang ini mr tm semua mata tertuju pada mu
194, harus ada yg jadi tersangka dlm kasus kanjuruhan ini   tidak cukup diambil kesimpulan secara etika miral saja krn sdh ada  nyawa manusia melayang krn kelalaian amp ketelodaran polisi dlm menggunakan gas air mata  iwan bule itu gak punya rasa malu    
195, hey arie kriting sentil juga yuli sumpil semua orang setuju kalau polisi dan orangorang di pssi bersalah tapi yuli sumpil adalah orang pertama yang membuka pintu petaka di kanjuruhan
196,penangkapan dua jenderal polisi dengan kasus yg berbedablm lagi penanganan kasus kanjuruhan pertanyaannya kapan lembaga ini bisa berbenah diri semoga pemanggilan para jenderal dan pimpinannya ke istana saat hoegeng dilantik bisa menjadi bibit perubahan
197, polisi ga ada tragedi kanjuruhan juga udah di bully playing victim mulu
198, tangkap harun masiku tangkap  pemecah belah terima dan berkomunikasi yg baik dengan pendwmo selesaikan uruaan sambo selesaikan tragedi kanjuruhan selesaikan kasus km  maka kepercayaan publik akan kembali ke polisi
199, yakin hukum mati polisi itu tugasnya melindungi polisilah tragedi kanjuruhan aja mereka melindungi temen temennya
200, kasus sambo gt kanjuruhan gt  polisi judi gt polisi kasus narkoboy 
201,polisi polisi kesatuan yang  lagi babak belur belum selesai memperbaiki citra karena fs ada lagi tragedi kanjuruhan sekarang kapolda kaya yang diduga menjual barang bukti apesmu
202,orangorang yang bilang   salah sendiri penontonnya rusuh  terkait tragedi kanjuruhan gak memperhitungkan korban jiwa yang gak berniat rusuh dan bahkan aparat yg juga jadi korban  sebagian besar kesalahan justru dipegang pssi dan polisi sudah tahu sifat penonton di sini
203, tgipf jgn lupa penyebab tragedi kanjuruhan gas airmata yg ditembakan polisi menyebabkan  lari ke pintu yg sialnya terkunci shg terjebak di ruangan penuh asap  aremania yg msk ke lapangan hrsnya cukup dihalau balik ke tribun bukan dipentungin  fifa pssi inews narasi 
204, caranya   aduan utk ade armando proces  denny siregar proces zen kribo proces  eko kuntadi proces  cenul siperumpuan tpi mulutnya jelek proses  dll yg sdh dilaporkan  kasus kanjuruhan dr pihak polisi jgn yg disangkakan    perbaiki rekrutmen akpol dll jgn ada uang
205,seru nih satu per satu kasus polisi indonesia polri kebuka semua secara berderet mulai dari sambotragedi kanjuruhan kapolda jatim lama di pecat kapolda jatim baru ketangkap narkoba   bntr lgi apaan ya   masyarakat indonesia udh mulai yakin gk prcya lagi sm polisi
206,case kanjuruhan polisi nyebelin memang tp please lah liat juga dr sisi suppoter nya knp juga mereka buat onar duluan kalo gabisa nerima kekalahan gabuat kerusuhan dong wajar dibubarin gt karena oknum nya lebih sedikit dr supporter wajar kewalahan jd yaudah  salah
207,lebih dari  proyektil gas air mata ditembakkan polisi dalam  menit kanjuruhan berubah jadi neraka  kacaunya sebagian juga diarahkan ke pintu keluar saat ribuan manusia berdesakan menyelamatkan diri  momenbrutalkanjuruhan polri selengkapnya 
208,oktober penuh drama  kanjuruhan baim wong prank polisi lesti kena kdrt polisi nyabu  habis ini apalagi cok
209,dari kasus sambo tragedi kanjuruhan dan sekarang oknum irjen polisi yg ditangkap karena terlibat bisnis narkoba  sudah waktunya polri bersihbersih diri  peristiwa besar harus melahirkan perubahan besar
210,rekomendasi tgipf jelas menyebut gas air mata menjadi penyebab kematian massal dalam tragedi kanjuruhan padahal polisi dalam beberapa kesempatan berusaha membantah hal tersebut
211,saya malu mendengar kapolsek nyabu di kantor polisi sukodono sidoarjo belum lagi kasus sambo belum selesai jadi rusak kepolisian indonesia apalagi punya sop seperti kejadian di kanjuruhan sudah rusak berat citra amp martabat polisi indonesia  
212,sambo  kanjuruhan baim wong prank lesti  lapor kdrt rizky billar tersangka lesti cabut laporan narkoba saya sebagai netizen undur diri karena otak saya sudah olab  semangat untuk pak polisi yang menangani semua  yg ada saya dukung kali ini pak kapolri 
213,kekerasan polisi di kanjuruhan menyebabkan kematian pelaku jangan cuci tangan kami mendesak penyelidikan yang transparan menyeluruh dan objektif atas tragedi kanjuruhan presiden  harus pastikan para pelaku dihukum pidana dengan seadiladilnya di pengadilan sipil 
214,topik hari ini mantepmantep banget mulai dari pemanggilan jendral polisi oleh pa jokowi laporan hasil tgipf tragedi kanjuruhan teddy si kapolda narkoba dan lesti cabut laporan kdrt besok kirakira ada apa ya
215,kalo polisi gak sanggup rakyat mampu selesaikan sendiri tapi kalo beres polisi gak usah ikut campur gas beracun membunuh ratusan penonton stadioan kanjuruhan di tonton mata dunia   
216,list kasus wow polisi akhirakhir ini   ada yg maksa gugurin rip  sambo  kanjuruhan rest in peace for the victim  jual narkobray  pake narkoba selanjutnya apa lagi nih ada yg terlupakan kah apa perutnya yg buncit termasuk juga    
217,beberapa bulan lalu polisi maen  di rumah dinasnya awal bulan oktober polisi maen tembakan gas air mata di kanjuruhan sekarang polisi maen narkoba dan masih banyak lagi
218,kasus teror pos polisi imbas tragedi kanjuruhan di makassar masih belum terungkap kanjuruhan polisi makassar 
219,habis bikin aksi sujud eh malah bikin statement pembelaan diri udah gitu pake barang yang udah kadaluwarsa lagi padahal udah tau kalau suporter bakal kena efeknya   jangan lupa sekalian klik yotube cameo   cameoproject kanjuruhan polisi suporter 
220,buzzerp sibuk belain polisi sambo kanjuruhan teddy 
221,tgipf miliki temuan soal tragedi kanjuruhan polisi diminta usut pihak lain 
222, pihak yang bersalah di tragedi kanjuruhan pssi pt lib panpel security officer polisi dan tni suporter 
223, jika si billar kdrt lagi gwa yakin polisi kapok nerima laporan si lesty bayangin polisi udah jalanin  buat bap dll ngerjain polisi aja   polisi udah dipusingkan kasus para jenderal yg bermasalah si sambo kanjuruhan sabu kapolda
224,sempat mau menyalahkan suporter yang merusak mobil polisi di kanjuruhan tetapi setelah melihat pejabat sekelas bintang  bisnis narkoba maka seolah kenakalan suporter aremania tiada artinya wes gak salah koen rek lempar jumroh ng kanjuruhan  
225,kalo kalian masih inget kejadian alm haringga di gbla kayaknya polisi kerjanya cepet ya hari itu juga langsung ketemu pelaku pembunuhnya tapi kenapa kejadian tragedi kanjuruhan nangkep pelakunya lama banget sampe seminggu lebih
226, trus kalo jendral polisi mengumumkan hoax n meresahkan masyarakat giman pakkhususnya penyebab kematian kanjuruhan
227,di tengah keruwetan polisi lesti dan kanjuruhan twitwor indonesia vs malaysia telah dimulai nature is healing   
228,sampai hari ini yang paling pusing mungkin menkopolhukam belum selesai sambo muncul kanjuruhan kanjuruhan lagi berjalan muncul isu penangkapan petinggi polisi wis mumet cak
229, di kanjuruhan bukan tragedi tapi pembanyaian yang di lakukan oleh polisi gblk yg gila kekuasaan cam kan itu exco bngsd
230, telek kerjo sing genah dahnio ngusut tragedi kanjuruhan sing  perihal lalu lintas kontak pelayanan konsumen ae gak iso bener jare mengayomi nyatane gak kerjo gak gawe malang tambah aman apik taek kabeh koen polisi
231,polisi taun ini lagi sial sialnya deh udah mah di prank bapau sambo samapi kanjuruhan sekarang leslar lesti cabut laporan hadeeuhh  
232,  tgipf tragedi kanjuruhan telah selesai melakukan investigasi dari hasil laporan tgipf ditemukan bahwa polisi menembakkan gas air mata secara membabi buta
233,exactly   not being the headliner sih tapi jadi overwhelm bingung mau ngikutin yg mana karena semua punya value tgipf kanjuruhan teddy minahasa jokowi panggil kepala polisi mingdep sambo sidang jadi udah mulai rame apalagi ada manuver baru belom politik juga   
234,tragedi kanjuruhan katanya eks jendral didesain buat jelekin polisi kalau yg ini kapoda jual sabusiapa yg jelekin ya 
235,kejadian di indonesia  terakhir ini polisi saga   kasus brigadir jsambo  kasus judi online   tragedi pembantaian di kanjuruhan  kasus narkobasabu   seperti sinetron indosiar yah absurd panjang dan menegangkan kaya kon
236, jumat keramat tgipf pastikan gas air mata tragedi kanjuruhan kadaluarsa kapolres malang lalu di mutasi terus kapolda dicopoteh penggantinya ternyata positif narkoba lagi lagi isilop posisikan polisi dibawah kemendagri aja  polisihitam 
237,kok pas banget polisi terus bermunculan kasusnya yaa dari kasus fs ke kanjuruhan sampai terbaru kapolda narkoboy siapakah dibalik ini semua apakah akan ada sesuatu yang terjadi
238,citra polisi saat ini bisa dilihat dari kasus  brigadir j kanjuruhan irjen t  di support lagi sama series korea bigmouth adamas little women kayanya ada lagi series yang lain 
239,  polisi  ini ketauan semua bau busuknya mulai dr insiden sambo kanjuruhan ini lg narkoba wkwkwk ups  oya kasus belakangan ini jg tntg polisi mulu polisi sm baim polisi sm leslar polisi sm presiden sbnrnya ada apa si dg insititusi satu ini  
240,mau heran tapi ini polisi indonesia  polisiindonesia kanjuruhan 
241,kalo memang kasus kanjuruhan udah diusut tuntas stadion dibenahi polisi juga banyak yg diusut ntar gua editin foto pak jokowi terus gua kasih trademark  masterclass 
242,deretan dosa pssi pt lib hingga polisi dalam tragedi kanjuruhan 
243,polisi malu maluin diri sendiri lol kanjuruhan sabu  penembakan apa lagi nanti  
244,polisi kebut pemeriksaan  saksi tragedi kanjuruhan  lingkarjatim   
245,agaknya lg dibuat tercengang sama pemerintah yth pak presiden yg  ngumpulin petinggi polisi terus pak mentri yg mimpin investigasi kanjuruhan optimis yuk negara kita bebenah
246,ketua tgipf kanjuruhan mahfud md telah menyampaikan hasil investigasi kepada presiden jokowi dalam temuannyaterungkap fakta bahwa kematian massal diakibatkan oleh gas air mata yang ditembakkan anggota polisi ke tribun stadion kanjuruhan topnews  
247,  polisi ini dari sambo kanjuruhan hingga terbaru jenderal mengkonsumsi narkoba indonesia apa gotham city ya
248,kasus ferdsambo tragedi kanjuruhan kue ulang tahun tni dan yang barubaru ini kedapatan narkoba di jatim lantas apa yang membuat loe pada masuk polisi
249,tgipf tragedi kanjuruhan telah selesai melakukan investigasi dari hasil laporan tgipf ditemukan bahwa polisi menembakkan gas air mata secara membabi buta 
250, polisi meneh sambo polisi meneh kanjuruhan polisi meneh narkoba  taun ini taun mengrikan bagi polisi
251,ini daftar dosa pssi pt lib hingga polisi dalam tragedi kanjuruhan 
252,wkwkwk ga ngotak polisi sekelas irjen jadi pembunuh bawahannya sendiri sekarang irjen baru jadi gembong narkoba   padahal baru dilantik gantiin yg kemarin kasus kanjuruhan wkwkw kontol lu semua anjing
253,tragedi kanjuruhan tgipf selidiki polisi pemberi izin keramaian 
254,menko polhukam mahfud md menyatakan temuan korban tragedi kanjuruhan yang jatuh lebih mengerikan hal ini berdasarkan temuan cctv gin    inews jokowi kanjuruhan aremafc aremania cctv polri polisi pssi sepakbola ptlib gasairmata tgipf mahfudmd 
255, pelaku utama dibalik tragedi distadion kanjuruhaan malang adalah para polisi dan para tni yg ada didlm stadion kanjuruhan malang pada saat itu
