,Tweets
172, hanya polisi indonesia semenjak geng sambo berkuasa lihat tuh brevetnya menuhin dada ampe perut 
173,siapa yang kaga kecewa dah dari kasus sambo sampe kanjuruhan semuanya berbelit belit dan lelet banget penanganannya ditambah skrg yang atasannya jadi bandar narkoba wkwkwkwkw sumpahh awikwok bgt tu polisi 
174,aneh kenapa oknum polisi tidak ambil pelajaran dari rentetan kasus sambo judi online dan narkoba masih jadi target kapolri lha kok diduga ada oknum perwira nekad konsumsi dan ada kapolda jual narkoba mana nalarnya ruwetruwet
175,gak bakalan bisa pak gak mungkin ini akhir zaman polisi akhir zaman memang akan seperti sambo dkk itu sdh takdir bpk dkk 
176,km  sambo tragedi kanjuruhan sekarang jendral kena narkoba luar biasa polisi kita
177,kepercayaan thd   sekarang sdg merosot turun pak  dr kasus percumalaporpolisi  kasus sambokasus kajuruhan sampai terakhir kasus polisi terkaya yg kena narkobapolisi harus di bersihkan dr  dr bintara sampe jendral 
178,instruksi kapolri dg tegas bilangmulai kasus sambopolisi harus lebih baik dan tidak boleh lagi begajulan‼☝️ yg  saling dimaafkan☝️ eeehhh masih saja ada yg bandel dan ke enakantrus dg kebiasaan🤭🤭 
179, dari dulu anne kurang percaya ama polisi sejak kejadian sambo lg ini  tidak percaya lagi
180, buang waktu polisi ajah tu ummiiii ngurus sambo sama kanjuruhan jg blm kelarrrrr 🤣🤣🤣 kebanyakan di manja tv ikan terbang siih gitu 😂😂😂
181, pecat jendral lingkaran sambo pecat jendral lingkaran judi  pecat jendral lingkaran narkoba  pecat jendral lingkaran kanjuruhan   baru tuh polisi bisa lebih baik
182, sangat prihatin polisi sekarang sungguh kasian rakyat indonesia punya polisi dengan kualitas dan perilaku kyk saat ini   menunggu aksi nyata pak kapolri pecat dan adili polisi yg terlibat langsung dan tidak langsung di pembunuhan massal kanjuruhan sambo judi dan narkoba
183, padhil berarti kuat nihartiya polisi msh dikangkangu gang samboayo listyiokapan kao sadar kau membesarkan orang sambo
184,kita tunggu saja hasil dari kerja pak   sesuai amanat bapak  miris masyarakat kalau lihat apa lagi  polisi  sambo eh sekarang sabu  dijual mau judi apa narkoba oknum polisi nakal sikat di daerah pun jga judi pelacur an miras dll  
185,  jaman sekarang semenjak kasus sambo gak ada lagi yg percaya polisi🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
186, kita butuh polisi jujur bagaimana dengan fahmi pak biang skenario sambo apa tidak di proses semua ini ide cerita dia dilecehkan tembak menembakmembela harkat tolong hargai polisi jujur yg terdahulu jgn sampai namanya ancur oleh polisi jaman sekarang
187,sambo kena langsung polisipolisi yang lain keikut dibongkar juga  benerbener definisi if we go down then we go down together
188,  sejak reformasi siapa pun presidennya polisi senjatanyagak ada tuh  jawa😁 gimana caranya sambo punya  ajudanpetinggi polisi hidup mewah😁😁
189,bajengaaaaaaaaaaan sing sambo sing baim wong sing lesti sing polisi bandar sabu kui  sing ratau mikir sesuk mangan opo iiiii kwuontol
190,  becik ketotik olo ktoro polisi  turunan   sambo  tragedi kanjuruan  irjen jual narkoba  km   kasus plecehan  bos slot  bekingan bandar  tukang mnta duit  lapor klo gk ada duit gk jalan  dan asih banyak lagi kasus lain smuanya bangsat
191, wadaww polisi sampe ter sambo sambo begitu yaaa
192,brigjen andi rian polisi yang memenjarakan ferdy sambo kini dipromosikan kapolri 
193, perang bintang d mulai skrg mereka saling membuka aib dan kebobrokan nya makan nya knpa kmrin kasus sambo susah karna s sambo memegang kartu as nya polisi
194,  sdh sambo semua itu polisi
195, entah kenpa skrg anak kecil kalau liat polisi pasti bilang sambo
196,presiden jokowi memanggil para pejabat polri bintang  se indonesia di istana pakdhe kelihatan kesal akibat kasus sambo yang tidak selesai maka jokowi lgsng bertindak sendiri basmi mafia di tubuh polri serta bersih kepolisian dari oknum polisi nakal 
197,keknya ini penangkapan polisi hasil lobbyan sambo gapapa ketangkep asal ada temen seru di sel rasa staycation
198, sing sabar pakdhepolisi sakniki kathah oknum e🤣🤣🤣
199,  yang bener itu kalo mau kaya ya harus jadi polisi triknya banyak banget buat jadi kaya kayak sambo bisa kayak teddy bisa  jadi polantas ya terima duit juga
200,apa iya polri masih mau menerimanya lagi setelah dikatakan sambo memiliki penyakit jiwa apa kata duniaada jenderal polisi tapi gila menduduki jabatan penting di institusi itu😁 simalakama 
201,  oknum polisi bajingan ye begini nih‼maklum aje pan si teddi minahasa ntu gengnye si sambo‼ betul ape betul nih  ⁉️
202, saya tdk lg percaya polisikecuali sambo di hukum mati
203,kalo kata ade gw mah polisi tni dan sejenisnya kudu ada pengawas yg independen biar fair kalau ada  gini sambo dsb biar gak  
204,aku curiga janganjangan ada skenario besar dibalik beberapa kejadian yang menimpa polri ditahun ini  pak listyo polisi tgipf sambo teddy minahasa narkoba
205,konum polisi munafik lagi ngasih nasehat ke anak buahnye doanye orang tue dari almarhum brig pol novriansyah yosua hutabarat diijabah ame tuhan yme 👉gengnye si ferdy sambo si teddi minahasa ditangkep propam karne jual narkoba ke tante linda pemilik diskotik di jakarta‼ 
206,ini udh hukum karma sama polisidari kasus sambokasus kanjuruhankasus teddyini sumpah rakyat kpd polisi yg sering menzalimi rakyatbenar ngga semua polisi kyk ituini hanya segelintir oknum tapi polisiyg bagus terbawa harus dengan segelintir oknum polisi inicitrapolisihancur
207,antah kenapa sejak kasus ferdy sambo mencuat banyak kejadian aneh yg berkaitan dgn polisi  ini polisi yg lagi apes atau memang ferdy sambo yg kuat ferdysambo polisi
208,   lagi tren di kalangan polisi teddy  saya bersumpah di hadapan tuhan sambo  saya selaku ciptaan tuhan  tuhan pun di bawa bawa  dalam masalah mereka🤣🤣🤣
209,kasus kanjuruhan yang muncul di saat menurunnya kepercayaan masyarakat pada kepolisian akibat kasus sambo tentu menjadi kayu bakar lain yang memanaskan kebencian antara polisi dengan masyarakat
210, polisi yang tangkap bambang tri polisi dari mana pak jokowi apa polisi model lain dari sambo amp teddy minahasa juga
211, tm dikenal sbg polisi berprestasi juni  membongkar sindikat narkoba  agustus setelah sambo dia  sumbar dr judi smntara kapolda lain msh ragutm dekat dengan oldskul golkar jkampat lulusan  termasuk bintang terang di polri bukan tdk mungkin  kd kapolri
212, tunggu aksi nyata kapolri pecatin jendral dan polisi yg terlibat sambo judi narkoba dan pembunuhan massal di kanjuruhan   klo gak dipecat tetep polisi jadi bobrok
213, yang kaya gini  amp  sm  diem bae ga nyiyirin polisi dr mulai sambo dst aneh kan
214,mulai sekarang auto pake kacamata hitam karena dunia tiputipu   🤦 sambo tgipf leslar kapolres kapolri kapolda jatim irjen teddy minahasa polisi bucin pak listyo perang bintang  m 
215, rakyat akan percaya jika polisi yg terlibat kasus kejahatan seperti sambo dkkatau  di hukum matitp kalo hukuman di plintir sana siniakibat wassalam kepolisian indoruwenesia
216,  iya sy mertua polisi adik ipar  polisi angkatan sambo kakak dosen polisi di lembang sy mengerti banget
217,sesungguhnya manusia itu pasti mempunyai kesalahan begitu pula irjen teddy minahasa dalam pernyataannya memerangi kasuskasus yg ada saat ini namun dunia tiputipu dan panggung sandiwara  tg sambo tgipf leslar kapolres kapolri kapolda jatim  m polisi bucin pak listyo 
218, emang sistemnya udah bobrok banget sih dari sambo terus kajuruhan akhirnya merembet dan kebuka  sebenernya kalo dilihat ini mereka saling buka sih antara mafia satu ke mafia lain biar gak rugi sendiri dari yang polisi bandar narkoba judi sampek cewek juga
219,rizky billar pulang   polisi auto pake kacamata hitam innalillahi prime video pak listyo irjen teddy minahasa sambo tgipf leslar olla sangcok livmci  m brighton ozil geng yapto misterisemesta  
220, jgn banyak belajar di china pak sekarang kok polisi begitu semakin parah merusakkan moralnya lha kok judi dan sabu di embat juga  kurang kaya apa coba km  awal nya sambo kemudian dan nunggu lainya terbongkar
221, mantap dah gegara sambo satu instansi ketauan mafia semua isinya udah ketebak emang kalo ada razia miras narkoba dll pasti sedikitlebih mah dipake atau dijual lagi ke bandar yg lain begitu terus  biar polisi ada kerjanya dimata masyarakat
222, apa polisi model lain dari sambo  tedy minahasa
223,polisi  sambo  perutnya
224,elon musk dan perjalanan hidupnya part  end  dicek yu  olla irjenteddyminahasa paklistyo autopakekacamatahitam perutnya sambo innalillahi misterisemesta yapto tgipf  primevideo jumatberkah amas sangcok wanda leslar polisi sbyturungunung
225,elon  musk pada awal perjalanannya part   dicek ja yu   olla irjenteddyminahasa paklistyo autopakekacamatahitam perutnya sambo innalillahi misterisemesta yapto tgipf  primevideo jumatberkah amas sangcok wanda leslar polisi sbyturungunung
226, min ini genk sambo melalui fadil imran lagi nyicil balas dendam apa gak  juga sih teddy minahasa disikat tapi  polisi yg lain juga dong fadil imran sendiri andi rian  seluruh indonesia yg terima setoran duit haram dll biar polisi bersih dari  hitam
227, mungkin kah kaya dari jualaset barang bukti nyimak aja nanti hartanya bakalan dilacak dri mana aja kek sambo tpi entah knapa skrg kalau ktmu polisi pasti anak kecil bilangnya pak ada sambo 
228,nih mamoto tapir klu yg kena masalah polisi yg  muslim dia nongol menyudutkan   pas kasus brigjen hendra dan irjen sambo dia malah belain pelaku 
229,kartu kredit bitcoin apakah ada  dicek ja yu gaes 👆  olla irjenteddyminahasa paklistyo autopakekacamatahitam perutnya sambo innalillahi misterisemesta yapto tgipf  primevideo jumatberkah amas sangcok wanda leslar polisi sbyturungunung
230,tesla dan bitcoin dalam sejarahnya  dicek ja yu gaes 👆  olla irjenteddyminahasa paklistyo autopakekacamatahitam perutnya sambo innalillahi misterisemesta yapto tgipf  primevideo jumatberkah amas sangcok wanda leslar polisi sbyturungunung
231, pemahaman nya itu polisi yg kaya cukup dia saja yg lain tidak boleh 🤭🤭🤭🤣🤣🤣 sambo n the geng kan sama juga 
232,      yang mbakar  agung itu kasus apa dulu kasus djoko tjandra pemilik  yang dilindungi oleh polisi sambo itu bukan tentang banteng tapi tentang trunojoyo yang bakar siapa yang nyelidiki siapa ketemu ngak kita kira pelaku utamanya ngak bakalan
233,tentara tembak istri polisi tembak polisi sambo narkoba polsek sukodono  polisi kota sorong terlibat penyalagunaan narkoba tragedi kanjuruhan  irjen teddy kasus narkoba  apalagi
234,jadi hasil investigasi tigpf mau di serahkan ke siapa    ke polisi kah  ke komnasham kah    dan hasil yang di temukan ini untuk peradilan dimana   pengadilan pidana kah  atau  pengadilan ham kah   menurut saya pribadi bawakepengadilanham temuan ini
235,  polisi bangsat keparat sambo semua
236,intip profil teddy minahasa putra kapolda jawa timur yang baru dikenal sebagai polisi terkaya indonesia   innalillahi  olla  leslar  perutnya  pak listyo sambo  narkoba  kapoldajatim  
237,breaking news  mulai sekarang auto pake kacamata hitam  irjen teddy minahasa polisi kapolri sambo tgipf leslar kapolres kapolda  m bank mandiri pak listyo 
238, semenjak sambo jadi tersangka jadi banyak polisi yg kebuka boroknya 😂
239,blockchain dan teknologinya dibalik itu part  end  😍  olla irjenteddyminahasa paklistyo autopakekacamatahitam perutnya sambo innalillahi misterisemesta yapto tgipf  primevideo jumatberkah amas sangcok wanda leslar polisi sbyturungunung
240,kapolri  k   m      novel  baswedan dengan buku  merah yg di robek rekening  gendut  polisi aiptu  labora  sitorus  polda  papua ilegal loging  penyelundup  bbm  newmont  nusa t meikarta  audit  independen satgassus  sambo 
241,blockchain dan teknologinya dibalik itu part   😍🥰😉  olla irjenteddyminahasa paklistyo autopakekacamatahitam perutnya sambo innalillahi misterisemesta yapto tgipf  primevideo jumatberkah amas sangcok wanda leslar polisi sbyturungunung
242,kasus si sambo  saya tdk melihat ke ranah kasusnya ttpi saya  melihat bhw pemerintah tlh gagal mengendalikan  institusi polri shingga tdk hya soal sambo ttpi  byk kasus dimana polisi jstru pelaku kriminal baik tindakan atau penerapan hukum kpd masyarakat misal ksus km  
243,saya terharu mendengar pernyataan irjen teddy minahasa  namun kenyataannya  apalah dikata   perang bintang 🌟  m polisi sambo tgipf leslar kapolres kapolri kapolda jatim milik narkoba bank mandiri pak listyo bucin brimo 
244,saat ada tim yang kita rekrut promosi dan naikin gaji signifikan malah backstab kita ingatlah pak listyo sigit saat masalah besar kantor datang ga   ingatlah pak listyo sigit dan polisi dijamin langsung bersyukur combo sambo kanjuruhan irjen teddy minahasa
245, masalah narkoba sebenarnya sudah di siapkan untuk alif fokus kasus samboberhubung mereka mau memecah konsen usut tuntas tragedi pembantaian di kanjuruhan akhirnya mau tidak mau di keluarkan kasus iniini menurut ku sebagai keluarga korban yg di bantai polisitetep usut tuntas
246,hiduplah dg sederhana ■ ■ ■ innalillahi  olla  leslar  sambo pak listyo  perutnya  sangcok  irjen teddy minahasa  jumatberkah  polisi   oktober i love you  auto pake kacamata hitam  pekanpersatuan 
247,presiden kumpulin para pejabat polisisalfok ada sekilas mirip sambo wkwkw ini editan atau apa woi mirip amat😆 semoga polri bekerja lbh baik lagi agar bs meraih kembali kepercayaan masyarakatmelayani pengaduan masyarakat dgn baik tanpa  hrs bayar sekian pak  
248,dlm semua angkatan pasti punya geng sendiri tedy bkn geng sambo yg geng sambo adlh fi metro jaya fi kesel sama tedy karena buka skandal konsorsium  mesin pencetak uang sambo bls dendam tunggu waktu tedy bikin salah karena dagang narkoba di habisi tedy jg polisi plg tajir 
249,tata krama kh marzuqi  innalillahi  olla  leslar  sambo pak listyo  perutnya  sangcok  irjen teddy minahasa  jumatberkah  polisi   oktober i love you  auto pake kacamata hitam   pekanpersatuan 
250,kasus di internal polripolisi kasus sambo kasus irjen teddy minahasa  dan inilah jawaban singkat dari kapolri pak listyo 
251,waktu adalah nafas yg tak akan pernah kembali   innalillahi  olla  leslar  sambo pak listyo  perutnya  sangcok  irjen teddy minahasa  jumatberkah  polisi   oktober i love you  auto pake kacamata hitam   pekanpersatuan 
252,kalau kita berbuat baik ▪︎ ▪︎ ▪︎ innalillahi  olla  leslar  sambo pak listyo  perutnya  sangcok  irjen teddy minahasa  jumatberkah  polisi   oktober i love you  auto pake kacamata hitam   pekanpersatuan 
253,ciluk baa 🐈  innalillahi  olla  leslar  sambo pak listyo  perutnya  sangcok  irjen teddy minahasa  jumatberkah  polisi   oktober i love you  auto pake kacamata hitam 
254,kapolri   buka  k   m     penyiraman  air  keras   novel  baswedan  dengan buku  merah    bh  yg di robek rekening  gendut  polisi simulator  sim aiptu  labora  sitorus  yg punya  rekening  gendut    t  newmont  nt meikarta  audit  independen  satgassus  sambo jet  pribadi 
255,lagu pop terbaru kisah cinta ex music lyrics  lewat    leslar olla innalillahi auto pake kacamata hitam sambo irjen teddy minahasa wendy walters spotifyldentitasku perutnya  m pak listyo tgipf bucin polisi polri yapto sangcok itachi laptop
256, mereka hnya membuat jarak dg masyarakat bkn hnya gaya hidup yg wah tp perilaku ahlak kesantunan sdh sngat jauh dr  pancasila lihat sj apkh tindakan sambo cs  kanjuruhan dn bnyk yg lain sesuai pancasila tidak skrg polisi terkesan brutal bengis dn kasar 😭😭
257,kasus sambo saja blm selesai dg tuntas muncul kasus baru stingkat kapolda jualan sabu bgmn kami bisa percaya dg lembaga ini kalau terus menerus seperti ini  tetapi saya berusaha u yakin masih ada polisi baik  salam waras amp nkri 
258,perang bintang 🌟🌟🌟🌟🌟  sambo tgipf leslar kapolres kapolri milik kapolda jatim irjen teddy minahasa polisi 
